TH?I KHÓA BI?U D? KI?N K? 20252 - C?P NH?T NGÀY 23.02.2026,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
K?,Tr??ng_Vi?n_Khoa,Mã_l?p,Mã_l?p_kèm,Mã_HP,Tên_HP,Tên_HP_Ti?ng_Anh,Kh?i_l??ng,Ghi_chú,Bu?i_s?,Th?,Th?i_gian,B?,KT,Kíp,Tu?n,Phòng,C?n_TN,SL?K,SL_Max,Tr?ng_thái,Lo?i_l?p,??t_m?,Mã_QL,TeachingType
20252,KTTD,166913,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),Polyme - KT in-K70C,1,3,1230-1400,1,2,Chi?u,"25-36,40-43",D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166914,166913,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),Polyme-K70C,1,6,1410-1550,3,4,Chi?u,"25-36,40-43",D5-202,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166915,166913,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),KT in-K70C,1,6,1600-1730,5,6,Chi?u,"25-36,40-43",D5-203,NULL,111,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166931,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Th?c ph?m 01,02,03,04-K70C",1,3,1410-1550,3,4,Chi?u,26-42,D3-301,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166932,166931,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Th?c ph?m 01,02-K70C",1,4,1230-1400,1,2,Chi?u,26-42,D5-202,NULL,109,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166933,166931,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Th?c ph?m 03,04-K70C",1,6,1230-1400,1,2,Chi?u,26-42,D5-202,NULL,111,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166944,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Th?c ph?m 05,06,07,08-K70C",1,3,1600-1730,5,6,Chi?u,26-42,D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166945,166944,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Th?c ph?m 05,06-K70C",1,4,1410-1550,3,4,Chi?u,26-42,D5-202,NULL,109,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166946,166944,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Th?c ph?m 07,08-K70C",1,4,1600-1730,5,6,Chi?u,26-42,D5-203,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166957,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 01,02,03,04-K70C",1,5,1230-1400,1,2,Chi?u,26-42,D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166958,166957,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 01,02-K70C",1,6,1410-1550,3,4,Chi?u,26-42,D5-302,NULL,111,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166959,166957,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 03,04-K70C",1,6,1600-1730,5,6,Chi?u,26-42,D5-303,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166968,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 05,06,07,08-K70C",1,5,1410-1550,3,4,Chi?u,26-42,D3-301,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166969,166968,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 05,06-K70C",1,3,1410-1550,3,4,Chi?u,26-42,D5-302,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166970,166968,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 07,08-K70C",1,3,1600-1730,5,6,Chi?u,26-42,D5-303,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166979,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 09,10,11,12-K70C",1,5,1600-1730,5,6,Chi?u,26-42,D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166980,166979,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 09,10-K70C",1,6,1230-1400,1,2,Chi?u,26-42,D5-302,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166981,166979,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 11,12-K70C",1,3,1230-1400,1,2,Chi?u,26-42,D5-303,NULL,111,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166990,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 13,14,15,16-K70S",1,2,0645-0815,1,2,Sáng,26-42,D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166991,166990,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 13,14-K70S",1,4,0825-1005,3,4,Sáng,26-42,D5-102,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166992,166990,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"KTHH 15,16-K70S",1,4,1015-1145,5,6,Sáng,26-42,D5-103,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167001,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),Hóa h?c-K70S,1,2,0825-1005,3,4,Sáng,26-42,D3-301,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,167002,167001,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Hóa h?c 01,02-K70S",1,5,0825-1005,3,4,Sáng,26-42,D5-102,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167003,167001,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Hóa h?c 03,04-K70S",1,5,1015-1145,5,6,Sáng,26-42,D5-103,NULL,111,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167012,NULL,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Sinh h?c 01,02,03,04-K70S",1,2,1015-1145,5,6,Sáng,26-42,D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,167013,167012,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Sinh h?c 01,02-K70S",1,4,0645-0815,1,2,Sáng,26-42,D5-102,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167014,167012,MI1122,Gi?i tích II,Calculus II,3(2-2-0-6),"Sinh h?c 03,04-K70S",1,5,0645-0815,1,2,Sáng,26-42,D5-102,NULL,104,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166255,NULL,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-1 (LT)C,1,2,1410-1550,3,4,Chi?u,28-43,D9-401,NULL,0,140,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,166256,166255,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-1 (BT)S,1,4,0645-0815,1,2,Sáng,28-43,D9-407,NULL,47,70,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166257,166255,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-2 (BT)S,1,4,0825-1005,3,4,Sáng,28-43,D9-407,NULL,67,70,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166258,NULL,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-2 (LT)C,1,2,1600-1730,5,6,Chi?u,28-43,D9-401,NULL,0,140,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,166259,166258,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-3 (BT)S,1,4,1015-1145,5,6,Sáng,28-43,D9-407,NULL,63,70,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166260,166258,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-4 (BT)S,1,2,1015-1145,5,6,Sáng,28-43,D9-404,NULL,56,70,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166261,NULL,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-3 (LT)C,1,2,1230-1400,1,2,Chi?u,28-43,D9-401,NULL,0,140,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,166262,166261,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-5 (BT)S,1,2,0825-1005,3,4,Sáng,28-43,D9-404,NULL,69,70,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166263,166261,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),*Vi?t Nh?t K70-6 (BT)S,1,2,0645-0815,1,2,Sáng,28-43,D9-404,NULL,65,70,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,167667,NULL,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),**Vi?t Pháp-K70C,1,6,1410-1550,3,4,Chi?u,28-43,D9-406,NULL,0,60,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,167668,167667,MI1124,Gi?i tích II,Calculus II,3(2-2-0-6),**Vi?t Pháp-K70C,1,6,1600-1730,5,6,Chi?u,28-43,D9-406,NULL,62,60,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166292,NULL,MI1124E,Caculus 2,Caculus 2,3(2-2-0-6),*ICT K70-1 (LT)C,1,4,1230-1400,1,2,Chi?u,28-43,D9-405,NULL,0,84,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,166293,166292,MI1124E,Caculus 2,Caculus 2,3(2-2-0-6),*ICT K70-1 (BT)C,1,4,1410-1550,3,4,Chi?u,28-43,D9-405,NULL,84,84,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166294,NULL,MI1124E,Caculus 2,Caculus 2,3(2-2-0-6),*ICT K70-2 (LT)C,1,4,1410-1550,3,4,Chi?u,28-43,D9-404,NULL,0,84,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,166295,166294,MI1124E,Caculus 2,Caculus 2,3(2-2-0-6),*ICT K70-2 (BT)C,1,4,1600-1730,5,6,Chi?u,28-43,D9-404,NULL,66,84,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,166408,166408,MI1130Q,Gi?i tích III,Calculus III,3(2-2-0-6),[SIE]-ET-LUH-K70S,1,4,0825-1145,3,6,Sáng,"25-39,43",C7-215,NULL,69,60,?i?u ch?nh ?K,LT+BT,AB,SIE,
20252,KTTD,166680,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t li?u 02,04,06,07-K70C",1,2,1410-1550,3,4,Chi?u,28-43,D3-101,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166681,166680,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t li?u 02,04-K70C",1,4,1410-1550,3,4,Chi?u,28-43,D5-102,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166682,166680,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t li?u 06,07-K70C",1,4,1600-1730,5,6,Chi?u,28-43,D5-103,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166702,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"HTTT qu?n lý - Nhi?t 01,03-K70C",1,2,1600-1730,5,6,Chi?u,"25-33,37-43",D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166703,166702,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),HTTT qu?n lý -K70C,1,5,1410-1550,3,4,Chi?u,"25-33,37-43",D5-103,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166704,166702,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Nhi?t 01,03-K70C",1,5,1600-1730,5,6,Chi?u,"25-33,37-43",D5-102,NULL,112,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166717,166717,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-Toán tin 01,02-K70C",1,6,1505-1730,4,6,Chi?u,"25-39,43",D5-104,NULL,82,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,166718,166718,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-Toán tin 03,04-K70C",1,6,1230-1455,1,3,Chi?u,"25-39,43",D5-204,NULL,89,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,166842,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t lý 01,02 - H?t nhân-K70C",1,6,1410-1550,3,4,Chi?u,"25-36,40-43",D3-201,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166843,166842,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),V?t lý 01 - H?t nhân 01-K70C,1,3,1410-1550,3,4,Chi?u,"25-36,40-43",D5-403,NULL,100,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166844,166842,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),V?t lý 02 - H?t nhân 02-K70C,1,3,1600-1730,5,6,Chi?u,"25-36,40-43",D5-404,NULL,100,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166854,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t lý 03,04 - Y khoa-K70C",1,6,1600-1730,5,6,Chi?u,"25-36,40-43",D3-301,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166855,166854,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),V?t lý 03 - Y khoa 01-K70C,1,2,1230-1400,1,2,Chi?u,"25-36,40-43",D5-203,NULL,105,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166856,166854,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),V?t lý 04 - Y khoa 02-K70C,1,3,1230-1400,1,2,Chi?u,"25-36,40-43",D5-203,NULL,104,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166866,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Vi ?i?n t? 1,2,3,4-K70C",1,4,1600-1730,5,6,Chi?u,26-42,D3-201,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166867,166866,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Vi ?i?n t? 01,02-K70C",1,2,1410-1550,3,4,Chi?u,26-42,D5-102,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166868,166866,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Vi ?i?n t? 03,04-K70C",1,2,1600-1730,5,6,Chi?u,26-42,D5-103,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166882,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t li?u 01,03,05 - Vi ?i?n t? 05-K70C",1,4,1230-1400,1,2,Chi?u,26-42,D3-301,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,166883,166882,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"V?t li?u 01,03-K70C",1,5,1410-1550,3,4,Chi?u,26-42,D5-302,NULL,113,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,166884,166882,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),V?t li?u 05 - Vi ?i?n t? 05-K70C,1,5,1600-1730,5,6,Chi?u,26-42,D5-303,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167066,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Nhi?t 02,04,05,06-K70S",1,2,1015-1145,5,6,Sáng,"25-39,43",D3-401,NULL,0,220,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,167067,167066,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Nhi?t 02,04-K70S",1,3,0825-1005,3,4,Sáng,"25-39,43",D5-102,NULL,110,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167068,167066,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"Nhi?t 05,06-K70S",1,3,0645-0815,1,2,Sáng,"25-39,43",D5-103,NULL,114,110,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,167146,167146,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KH máy tính 01,02-K70C",1,3,1505-1730,4,6,Chi?u,26-42,D9-205,NULL,109,100,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167147,167147,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KH máy tính 03,04-K70C",1,3,1230-1455,1,3,Chi?u,26-42,D9-206,NULL,109,100,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167158,167158,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KH máy tính 05,06,07-K70C",1,2,1230-1455,1,3,Chi?u,26-42,D5-303,NULL,115,110,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167182,167182,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KT ?i?n 01,02,03 (nhóm 1/2)-K70C",1,3,1505-1730,4,6,Chi?u,26-42,D5-304,NULL,84,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167183,167183,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KT ?i?n 01,02,03 (nhóm 2/2)-K70C",1,3,1230-1455,1,3,Chi?u,26-42,D5-204,NULL,85,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167192,167192,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KT ?i?n 04,05,06 (nhóm 1/2)-K70C",1,2,1505-1730,4,6,Chi?u,26-42,D5-204,NULL,89,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167193,167193,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-KT ?i?n 04,05,06 (nhóm 2/2)-K70C",1,2,1230-1455,1,3,Chi?u,26-42,D5-304,NULL,83,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167201,167201,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-?K&T?H 01,02-K70C",1,4,1505-1730,4,6,Chi?u,26-42,D5-304,NULL,93,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167202,167202,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-?K&T?H 03,04-K70C",1,4,1230-1455,1,3,Chi?u,26-42,D5-405,NULL,87,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167211,167211,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-?K&T?H 05,06-K70C",1,6,1505-1730,4,6,Chi?u,26-42,D5-304,NULL,89,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167212,167212,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-?K&T?H 07,08-K70C",1,6,1230-1455,1,3,Chi?u,26-42,D5-404,NULL,84,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167221,167221,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-?K&T?H 09,10-K70C",1,5,1505-1730,4,6,Chi?u,26-42,D5-104,NULL,93,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167222,167222,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"(Blend)-?K&T?H 11,12-K70C",1,5,1230-1455,1,3,Chi?u,26-42,D5-204,NULL,90,80,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,Blend
20252,KTTD,167627,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),**Tài n?ng -K70S,1,4,0645-0815,1,2,Sáng,"25-33,37-43",D6-208,NULL,0,190,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,167628,167627,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"**Tài n?ng - C? ?i?n t?, KHMT-K70C",1,6,1410-1550,3,4,Chi?u,"25-33,37-43",C7-215,NULL,100,95,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,167629,167627,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),"**Tài n?ng - ?TVT, ?K&T?H-K70C",1,6,1600-1730,5,6,Chi?u,"25-33,37-43",C7-115,NULL,102,95,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,167644,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),**PFIEV- CTTT HT nhúng - TV-K70S,1,4,0825-1005,3,4,Sáng,"25-36,40-43",D6-306,NULL,0,190,?ang x?p TKB,LT,AB,ELITECH,
20252,KTTD,167645,167644,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),**CTTT HT nhúng 01 - PFIEV Tin h?c công nghi?p - TV-K70C,1,5,1230-1400,1,2,Chi?u,"25-36,40-43",C7-215,NULL,94,95,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,167646,167644,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),**CTTT HT nhúng 02 - PFIEV C? khí hàng không - TV-K70C,1,5,1410-1550,3,4,Chi?u,"25-36,40-43",C7-223,NULL,77,95,?i?u ch?nh ?K,BT,AB,ELITECH,
20252,KTTD,168442,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,2,0645-0815,1,2,Sáng,"25-32,34-42",D9-201,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168443,168442,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,3,0645-0815,1,2,Sáng,"25-32,34-42",TC-407,NULL,100,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168444,168442,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,3,0825-1005,3,4,Sáng,"25-32,34-42",TC-407,NULL,100,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168445,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,2,0825-1005,3,4,Sáng,"25-32,34-42",D9-201,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168446,168445,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,3,1015-1145,5,6,Sáng,"25-32,34-42",TC-407,NULL,104,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168447,168445,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,5,1015-1145,5,6,Sáng,"25-32,34-42",D9-306,NULL,100,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168448,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,2,1015-1145,5,6,Sáng,"25-32,34-42",D9-201,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168449,168448,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,5,0645-0815,1,2,Sáng,"25-32,34-42",D9-306,NULL,102,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168450,168448,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),KH máy tính - KT máy tính-K69S,1,5,0825-1005,3,4,Sáng,"25-32,34-42",D9-306,NULL,101,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168513,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? ?i?n t?-K69S,1,3,0645-0815,1,2,Sáng,"25-32,34-42",TC-312,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168514,168513,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? ?i?n t?-K69S,1,6,0645-0815,1,2,Sáng,"25-32,34-42",D7-404,NULL,102,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168515,168513,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? ?i?n t?-K69S,1,6,0825-1005,3,4,Sáng,"25-32,34-42",D7-404,NULL,100,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168516,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? ?i?n t?-K69S,1,3,0825-1005,3,4,Sáng,"25-32,34-42",TC-312,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168517,168516,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? ?i?n t?-K69S,1,4,1015-1145,5,6,Sáng,"25-32,34-42",TC-307,NULL,105,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168518,168516,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? ?i?n t?-K69S,1,6,1015-1145,5,6,Sáng,"25-32,34-42",D7-404,NULL,101,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168545,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? khí-K69S,1,3,1015-1145,5,6,Sáng,"25-32,34-42",TC-312,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168546,168545,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? khí-K69S,1,4,0645-0815,1,2,Sáng,"25-32,34-42",TC-307,NULL,101,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168547,168545,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? khí-K69S,1,4,0825-1005,3,4,Sáng,"25-32,34-42",TC-307,NULL,105,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
20252,KTTD,168548,NULL,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? khí-K69C,1,4,1230-1400,1,2,Chi?u,"25-32,34-42",TC-312,NULL,0,200,?ang x?p TKB,LT,AB,CT CHU?N,
20252,KTTD,168549,168548,MI1131,Gi?i tích III,Calculus III,3(2-2-0-6),C? khí-K69C,1,6,1410-1550,3,4,Chi?u,"25-32,34-42",TC-312,NULL,103,100,?i?u ch?nh ?K,BT,AB,CT CHU?N,
